fitness,archivo
229.0,BCL1
230.0,BCL1
229.0,BCL1
230.0,BCL1
230.0,BCL1
230.0,BCL1
229.0,BCL1
230.0,BCL1
230.0,BCL1
231.0,BCL1
230.0,BCL1
228.0,BCL1
230.0,BCL1
229.0,BCL1
229.0,BCL1
231.0,BCL1
230.0,BCL1
230.0,BCL1
230.0,BCL1
229.0,BCL1
230.0,BCL1
230.0,BCL1
229.0,BCL1
231.0,BCL1
229.0,BCL1
229.0,BCL1
231.0,QL1
234.0,QL1
233.0,QL1
232.0,QL1
231.0,QL1
233.0,QL1
233.0,QL1
230.0,QL1
233.0,QL1
235.0,QL1
232.0,QL1
231.0,QL1
235.0,QL1
231.0,QL1
235.0,QL2
229.0,QL2
231.0,QL2
233.0,QL2
235.0,QL2
237.0,QL2
234.0,QL2
232.0,QL2
230.0,QL2
233.0,QL2
234.0,QL2
235.0,QL2
233.0,QL3
235.0,QL3
234.0,QL3
234.0,QL3
231.0,QL3
232.0,QL3
234.0,QL3
231.0,QL3
230.0,QL3
232.0,QL3
234.0,QL3
230.0,QL3
232.0,QL3
233.0,QL4
235.0,QL4
233.0,QL4
233.0,QL4
234.0,QL4
232.0,QL4
234.0,QL4
230.0,QL4
232.0,QL4
231.0,QL4
234.0,QL4
234.0,QL4
234.0,QL4
233.0,QL4
231.0,QL5
235.0,QL5
233.0,QL5
233.0,QL5
234.0,QL5
233.0,QL5
233.0,QL5
234.0,QL5
232.0,QL5
235.0,QL5
232.0,QL5
234.0,QL5
233.0,QL5
233.0,QL5
